OBJECT_SCHEMA,OBJECT_NAME,OBJECT_TYPE,OBJECT_COMMENT,FIELD_ORDER,FIELD_NAME,FIELD_DATA_TYPE,CHAR_MAX_LEN,NUMERIC_PRECISION,NUMERIC_SCALE,DATETIME_PRECISION,NULLABLE,DEFAULT_VALUE,FIELD_COMMENT
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",14,MAX_HOURLY_HI_RATE,FLOAT,,,,,YES,,Maximum hourly heat input rate (mmBtu/hr).
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",15,SO2_CONTROL_INFO,TEXT,16777216,,,,YES,,SO2 emission control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",16,NOX_CONTROL_INFO,TEXT,16777216,,,,YES,,NOx emission control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",17,PM_CONTROL_INFO,TEXT,16777216,,,,YES,,Particulate matter control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",18,HG_CONTROL_INFO,TEXT,16777216,,,,YES,,Mercury control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",19,PROGRAM_CODE_INFO,TEXT,16777216,,,,YES,,"EPA regulatory programs the unit participates in (e.g., ARP, CSOSG2)."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",20,LATITUDE,FLOAT,,,,,YES,,Facility latitude coordinate.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",21,LONGITUDE,FLOAT,,,,,YES,,Facility longitude coordinate.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",22,FIRST_REPORT_DATE,DATE,,,,,YES,,First date of emissions data for this unit.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",23,LAST_REPORT_DATE,DATE,,,,,YES,,Most recent date of emissions data for this unit.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX,VIEW,"EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

Each row represents a unique power plant unit with its current attributes. The plant_unit_id is joinable to the epa_cam_timeseries table.",24,TOTAL_REPORT_DATES,NUMBER,,18,0,,YES,,Total number of reporting periods.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",1,PLANT_UNIT_ID,TEXT,16777216,,,,YES,,Unique identifier for the plant/unit combination.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",2,FACILITY_ID,NUMBER,,38,0,,YES,,ORISPL facility code (unique identifier for the facility).
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",3,SOURCE_UNIT_ID,TEXT,16777216,,,,YES,,Original unit identifier from EPA API.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",4,FACILITY_NAME,TEXT,16777216,,,,YES,,Name of the power plant facility.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",5,STATE_CODE,TEXT,16777216,,,,YES,,"Two-letter state code (e.g., TX, CA)."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",6,COUNTY,TEXT,16777216,,,,YES,,County where the facility is located.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",7,EPA_REGION,NUMBER,,38,0,,YES,,EPA region number (1-10).
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",8,OWNER_OPERATOR,TEXT,16777216,,,,YES,,Name of the facility owner/operator.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",9,UNIT_TYPE,TEXT,16777216,,,,YES,,"Type of generating unit (e.g., Combustion turbine, Boiler)."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",10,PRIMARY_FUEL_INFO,TEXT,16777216,,,,YES,,"Primary fuel type (e.g., Coal, Pipeline Natural Gas)."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",11,SECONDARY_FUEL_INFO,TEXT,16777216,,,,YES,,"Secondary fuel type, if any."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",12,COMMERCIAL_OPERATION_DATE,DATE,,,,,YES,,Date the unit began commercial operation.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",13,OPERATING_STATUS,TEXT,16777216,,,,YES,,Current operating status of the unit.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",14,MAX_HOURLY_HI_RATE,FLOAT,,,,,YES,,Maximum hourly heat input rate (mmBtu/hr).
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",15,SO2_CONTROL_INFO,TEXT,16777216,,,,YES,,SO2 emission control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",16,NOX_CONTROL_INFO,TEXT,16777216,,,,YES,,NOx emission control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",17,PM_CONTROL_INFO,TEXT,16777216,,,,YES,,Particulate matter control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",18,HG_CONTROL_INFO,TEXT,16777216,,,,YES,,Mercury control equipment installed.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",19,PROGRAM_CODE_INFO,TEXT,16777216,,,,YES,,"EPA regulatory programs the unit participates in (e.g., ARP, CSOSG2)."
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",20,LATITUDE,FLOAT,,,,,YES,,Facility latitude coordinate.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",21,LONGITUDE,FLOAT,,,,,YES,,Facility longitude coordinate.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",22,FIRST_REPORT_DATE,DATE,,,,,YES,,First date of emissions data for this unit.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",23,LAST_REPORT_DATE,DATE,,,,,YES,,Most recent date of emissions data for this unit.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",24,TOTAL_REPORT_DATES,NUMBER,,18,0,,YES,,Total number of reporting periods.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",25,_EFFECTIVE_START_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Timestamp when this version of the record became effective.
PUBLIC_DATA,EPA_CAM_PLANT_UNIT_INDEX_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) power plant unit attributes.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program and Cross-State Air Pollution Rule.

This table maintains all historical versions of plant/unit attributes, allowing tracking of changes over time (e.g., ownership changes, fuel type conversions, control equipment installations).",26,_EFFECTIVE_END_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Timestamp when this version of the record was superseded (NULL for current records).
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",1,PLANT_UNIT_ID,TEXT,16777216,,,,YES,,"Unique identifier for the plant/unit combination, joinable to the plant unit index table."
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",2,VARIABLE,TEXT,39,,,,YES,,"Unique identifier for a variable, joinable to the attributes table."
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",3,VARIABLE_NAME,TEXT,49,,,,YES,,Human-readable name for the variable.
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",4,DATE,DATE,,,,,YES,,Date associated with the value (quarter-end date for quarterly data).
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",5,VALUE,FLOAT,,,,,YES,,Value reported for the variable.
PUBLIC_DATA,EPA_CAM_TIMESERIES,VIEW,"EPA Clean Air Markets (CAM) quarterly emissions timeseries data from power plants.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs including the Acid Rain Program (ARP) and Cross-State Air Pollution Rule (CSAPR).

Each row represents an emissions measurement at a specific date for a specific plant unit. Variables include SO2, NOx, CO2 mass and emission rates, heat input, gross load, and operational hours. Joinable to the plant unit index and attributes tables.",6,UNIT,TEXT,16,,,,YES,,Unit of measurement for the reported value.
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",1,PLANT_UNIT_ID,TEXT,16777216,,,,YES,,"Unique identifier for the plant/unit combination, joinable to the plant unit index table."
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",2,VARIABLE,TEXT,39,,,,YES,,"Unique identifier for a variable, joinable to the attributes table."
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",3,VARIABLE_NAME,TEXT,49,,,,YES,,Human-readable name for the variable.
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",4,DATE,DATE,,,,,YES,,Date associated with the value (quarter-end date for quarterly data).
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",5,VALUE,FLOAT,,,,,YES,,Value reported for the variable.
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",6,UNIT,TEXT,16,,,,YES,,Unit of measurement for the reported value.
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",7,_EFFECTIVE_START_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Timestamp when this version of the record became effective.
PUBLIC_DATA,EPA_CAM_TIMESERIES_PIT,VIEW,"Historical versions of EPA Clean Air Markets (CAM) emissions timeseries data.

The EPA Clean Air Markets Division (CAMD) monitors emissions from power sector facilities under various air quality programs. This table contains quarterly emissions data including SO2, NOx, CO2 mass and rates, heat input, and operational metrics.

This table maintains all historical versions of timeseries data, allowing tracking of changes over time. Each row represents an emissions measurement at a specific date for a specific plant unit.",8,_EFFECTIVE_END_TIMESTAMP,TIMESTAMP_TZ,,,,9,YES,,Timestamp when this version of the record was superseded (NULL for current records).
PUBLIC_DATA,EUROPEAN_CENTRAL_BANK_ATTRIBUTES,VIEW,"Consumer price indices, residential property prices, and valuations for European countries and country groups, provided by the European Central Bank.

The European Central Bank (ECB) is a central institution of the Eurozone, primarily responsible for managing the euro and framing and implementing EU economic & monetary policy. Our ECB data covers the following: (1) Consumer Price Indices for a wide range of consumer goods, (2) Residential Property Prices, and (3) Residential Property Valuations. Data is provided for European countries as well as the European country groups.

Provides a wide format breakdown of variables included in the european_central_bank_timeseries table.",1,VARIABLE,TEXT,16777216,,,,YES,,"Unique identifier for a variable, joinable to the timeseries table."
PUBLIC_DATA,EUROPEAN_CENTRAL_BANK_ATTRIBUTES,VIEW,"Consumer price indices, residential property prices, and valuations for European countries and country groups, provided by the European Central Bank.

The European Central Bank (ECB) is a central institution of the Eurozone, primarily responsible for managing the euro and framing and implementing EU economic & monetary policy. Our ECB data covers the following: (1) Consumer Price Indices for a wide range of consumer goods, (2) Residential Property Prices, and (3) Residential Property Valuations. Data is provided for European countries as well as the European country groups.

Provides a wide format breakdown of variables included in the european_central_bank_timeseries table.",2,VARIABLE_NAME,TEXT,16777216,,,,YES,,Human-readable unique name for the variable.
PUBLIC_DATA,EUROPEAN_CENTRAL_BANK_ATTRIBUTES,VIEW,"Consumer price indices, residential property prices, and valuations for European countries and country groups, provided by the European Central Bank.

The European Central Bank (ECB) is a central institution of the Eurozone, primarily responsible for managing the euro and framing and implementing EU economic & monetary policy. Our ECB data covers the following: (1) Consumer Price Indices for a wide range of consumer goods, (2) Residential Property Prices, and (3) Residential Property Valuations. Data is provided for European countries as well as the European country groups.

Provides a wide format breakdown of variables included in the european_central_bank_timeseries table.",3,ITEM_DESCRIPTION,TEXT,16777216,,,,YES,,The item category referenced as part of the harmonized index of consumer prices.
PUBLIC_DATA,EUROPEAN_CENTRAL_BANK_ATTRIBUTES,VIEW,"Consumer price indices, residential property prices, and valuations for European countries and country groups, provided by the European Central Bank.

The European Central Bank (ECB) is a central institution of the Eurozone, primarily responsible for managing the euro and framing and implementing EU economic & monetary policy. Our ECB data covers the following: (1) Consumer Price Indices for a wide range of consumer goods, (2) Residential Property Prices, and (3) Residential Property Valuations. Data is provided for European countries as well as the European country groups.

Provides a wide format breakdown of variables included in the european_central_bank_timeseries table.",4,MEASURE,TEXT,16777216,,,,YES,,Quantifiable attribute or subject; description of what is being recorded.
